"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
226.579319828978,296.359105425608,225.882775522468,378.308463177345,265.944604112713,370.171999231469,472.389861591448,331.293245929447,379.413149139441,202.421223275666,278.659946569882
197.7339230226,310.03597455902,231.754133496462,354.776357196595,287.114244678331,350.441636081112,402.020112314215,301.867939505998,329.693347611271,255.825519867005,240.21524084237
242.943686475374,284.049114766636,206.016893912654,373.220084421063,244.438870256512,340.532614677948,425.733307701712,325.602754235344,318.493169065514,259.055855977824,234.879768390638
250.53759780572,254.167917253426,237.690284707487,371.081065699952,275.886201457083,341.320839239334,408.432761310221,333.578078510727,335.054628064297,224.358273538389,245.852197093568
264.563214400583,267.159237628979,258.88933706317,341.094115661896,281.159400868792,358.834973483793,416.07085623345,315.18286700796,332.669890072534,220.833957535572,233.609194216983
269.576948817765,314.534591743028,215.415221717087,345.659458696294,269.693136045024,338.85965268595,494.58818517218,315.738313701426,347.719113474963,207.64637617342,237.864846518872
228.187271575866,284.234774233395,196.25885883382,319.628695014539,278.299161694418,385.062184839747,459.448127103211,329.061729109659,337.355493616771,214.975875238166,267.571096233523
248.878491146756,292.725623996873,267.267415170362,401.185167215892,252.875025411818,412.265245138485,423.779732597278,304.212391662131,364.710140023341,192.15184921741,203.84719772428
228.582958596237,319.17642485182,231.152311558471,359.752932449968,288.293576280822,347.89104406356,419.814709420435,344.866449714445,366.430792587044,238.213560834697,266.733440089126
215.025163936007,327.925164464175,254.44048338531,352.793756679871,262.333317906481,387.770319915609,464.684939167547,318.568713575807,344.519094662733,230.456553318062,236.561887856742
204.260938061603,270.60989621268,222.821814038427,387.49572904887,268.441229540481,428.305402006777,431.937804471927,363.945595069051,354.82853897172,209.517146662067,238.241128758066
236.714527847498,318.934787200557,186.583483155793,368.825268217003,258.263268739316,348.961645112668,450.921662684527,343.30439327368,332.498981011407,224.581839951952,229.358004501141
273.884324570596,325.901063810347,259.984094461886,363.552717791733,282.214417473541,365.591808026557,411.748090468832,315.373082367728,363.956798879274,190.743168558473,202.231482372736
231.249359562531,293.758862059305,215.374700049442,365.241492897442,267.714012127512,348.608875455599,412.168280068888,339.411117783425,356.470924252313,218.211442341177,254.235628893586
243.307563594142,292.375392048867,234.157090033656,355.155807723349,295.782351466548,347.067062779229,386.057709612649,330.416780597197,353.310902936448,222.04541536619,254.126272464835
239.515452616611,258.061123540844,242.424570122066,355.938506333372,314.073440910664,368.546938388179,416.786191772782,309.897520569885,389.938249721198,210.767366784594,238.462048075344
236.876256385703,311.453570802321,212.471244616013,319.697411364902,282.778455032954,402.158022340374,389.521854519753,309.429336728397,315.631544462872,202.177829433354,270.971804872347
273.539189169933,268.697171115595,253.333380947859,347.527996736229,268.200207369436,348.235046307504,408.357196068005,333.199779238097,351.153634043712,220.24783361065,194.572030119576
255.180642046071,279.108993246019,240.51923586752,355.408759770007,264.881128529898,358.37011450776,376.686709948506,332.637593875502,359.29667641268,223.235605132666,253.146843613033
270.201591875688,279.869830677118,252.390994325898,339.190079394947,273.654781328539,358.060451519341,383.236584099958,359.407693068171,327.579576656371,206.286868866052,258.574349807346
212.52631583789,337.191635519877,219.60382340832,340.795401911719,283.615303285083,386.90505738153,392.705722880243,330.86446301585,320.918664779269,222.545195130413,254.484197737223
243.679875715118,315.735744375557,217.405136219287,336.98862066303,241.13085390988,373.610207059047,433.984535084868,312.784134099239,321.93619683953,205.833702307779,294.767444468557
254.864092136584,296.044335455668,220.069079384443,310.331066635212,291.234806593887,358.039502072364,440.36005839923,315.762724707585,320.899755132124,240.579524200661,221.934154770528
244.691163350811,289.044260503636,227.671184815002,364.375248993985,274.183892549197,385.039364582534,421.671803358183,327.711310491344,356.306598206803,246.448435841151,273.76944190276
215.942287384634,300.416133219367,251.785515646816,326.334395626671,296.541510537038,370.194427679042,454.571799885381,286.168301135476,341.500913272683,208.952828571175,234.268524813851
243.241914077195,291.940607926442,262.755908850257,350.907410250957,272.077966638234,367.811531270166,421.634074288575,346.849047607519,346.551109321299,213.647830679153,249.390152688128
267.953842398495,287.695140136291,246.417518888436,356.574631144195,263.235788320446,335.858118818473,379.170309571368,337.049431350791,352.83781931967,244.099901089936,147.754128020867
269.01372709919,270.969971949276,235.556810860663,328.401972509752,290.425904056643,369.8624215387,356.807928307801,342.281891939806,325.106329768526,253.698697206529,249.096484591955
208.184414720987,259.724364994533,216.84908319334,350.447916353837,293.336554123323,324.065463912722,436.526594598906,324.892692963183,357.963575385167,208.342548434585,229.362704223605
218.150191195158,274.178673493137,239.410466495569,327.043033718805,266.655121595656,352.115299365939,455.211045389684,315.720235152392,362.468101863382,246.043973114602,185.125212816155
235.614156554081,299.223207209415,209.116211015872,388.163935074364,251.950682526956,362.391846749207,450.975304573924,294.12217022578,348.426340698781,220.567528024457,247.493125476246
237.77767565931,294.308259477763,252.84533256703,343.62069212081,220.709525023694,348.303830193756,441.459855996542,340.426289999058,341.511488867304,232.328639135083,246.117808682252
219.2769284961,320.931767886338,245.014709992154,274.395981000568,286.743478155292,374.676652589259,431.506200450626,336.517797343971,298.448354297745,192.498262298863,276.267795591797
220.120490786043,252.835201078937,254.587331693332,371.562959414406,266.337699012037,380.979984148445,486.95946177165,333.491776882993,358.654863429568,172.746224786684,229.916766437702
198.14945299698,317.546030988405,223.914780500602,373.982441295615,247.825558822276,346.127927460748,389.925529923006,328.794031794372,343.813007946017,198.393212126746,219.030396927982
285.923664242588,297.605848158635,272.093258393776,343.242072120488,250.756586630139,379.640234520535,396.120180354483,323.996934273334,342.10016006604,222.30417774838,285.499041951015
246.880598912694,281.313294736962,231.016942236718,345.98204669456,259.526459154605,356.712174311681,353.06815567711,341.631546134316,357.90625346391,235.176901342914,261.080989110631
276.004346366028,275.590732000715,246.879326983267,340.550837788836,274.694174072085,386.43685120238,440.272588821605,320.388372283371,331.921727371886,205.852714869616,248.052735719169
216.681684049655,263.654429837535,223.660765861017,345.246681960446,280.917567466594,386.342394805416,493.727622616409,329.821133221328,343.261718753509,216.964947652485,208.545718913287
251.111052633568,309.44749292714,247.055794669316,382.602679074286,297.750737458469,360.800476589981,454.196270166023,333.093592289811,354.600610134554,213.170300821028,243.167599047429
237.041153159397,292.045645241931,204.165951797438,352.382443111331,269.516090976517,353.526260765845,453.884333738258,341.719606241626,380.974831155347,186.279747461612,223.57583399273
190.186233589516,331.147148281901,241.390838665567,367.667650440238,249.899606878678,366.897500773757,390.118302045848,352.69677920693,299.415104528377,250.62378272101,255.624055907741
248.921166752068,285.582539201637,258.170745932002,372.660311108366,252.274486429036,366.024933812377,415.239066208044,315.405832498402,329.332159402339,233.996795495048,280.166645363988
241.525932800417,282.741514047033,267.90043500377,358.422014605842,300.081361418433,361.394862450013,365.781606897996,343.455019989728,366.133202396145,231.370800496433,212.171481997321
223.300316907098,270.483942392225,268.7624734888,309.385183758043,263.294893689404,367.849331495974,420.052675773409,301.479682927409,378.7084286277,250.418286515761,230.22301906573
233.653758562079,307.656838493598,231.449529129368,366.522224744712,318.053822376014,364.81828374888,393.41076161058,319.805042224681,346.055642410025,235.308990058853,219.176278031081
220.378151838918,277.066035971592,241.873819121269,336.114017546515,275.973182177319,410.62535830541,453.139099306271,331.069900525984,358.284375013897,202.337423359087,243.163872664653
248.200666214614,243.748030748956,215.400163598196,385.360534100634,261.958301945732,358.521755042537,424.658929104611,330.378666063039,318.992544214462,195.962160513222,229.547752934411
263.296726132902,313.705585192934,257.258038002544,325.471426889934,277.612791926446,335.545069999054,441.678191839821,330.077133966872,382.963285644037,194.621285516481,258.087292700299
220.834959281059,277.37644512681,225.107624092172,332.80464248225,306.048279372296,375.617625584844,378.367596578006,326.009231462134,352.365434736123,220.340431687545,238.887576067117
247.692148769298,304.26062027203,266.535088955386,358.330074039843,262.769094529495,373.207735871212,409.818025675085,357.781529193216,338.495106996102,240.223065275305,231.122474363293
265.111311307172,264.084231138199,250.261617019177,307.161485991531,281.993312808726,360.723383217926,389.892386981483,327.665475729795,376.728760790159,243.132071099145,252.241130906157
236.916273227184,284.170565047386,256.893822042101,403.911975069928,318.35009607173,391.824318666602,410.253798534394,336.08212113347,323.026213840511,233.50337241831,222.82848602453
255.114089247918,274.773148921556,257.318771062127,289.870270862181,274.967623836499,377.917094438041,422.106532748895,334.909618849824,339.564994526973,214.539453110099,230.397167938335
236.3073756865,285.325848349577,228.165040282456,337.840016911769,234.216748946866,317.035883719405,390.036588028397,314.12153455782,335.193074347344,252.377804200168,211.876289450287
236.374765444559,316.773872227431,233.685170685405,346.056333372238,269.810035890405,398.771514696092,377.088088241924,353.157148166642,330.991214904829,189.716496117067,244.235205890432
243.642133868689,286.837891010004,254.123523186551,345.267500823804,274.295308088584,349.681465340206,399.074101024595,331.650923389569,355.333004066226,247.7408135871,267.33714112042
266.853376495775,286.874803904183,236.456012505988,293.949220447474,270.19326180846,342.66661245186,440.157030551665,337.05376081791,325.223766317448,232.683915035572,219.354602372093
281.968478111228,259.519736684333,237.93907572547,318.554310409634,286.180528828726,336.659052673713,456.968451216504,340.480299434798,335.176576912062,234.765482656026,270.886602767553
224.38059992292,311.723324545609,232.269871342762,309.452859519421,288.620983681103,404.850860670181,381.791494730238,348.858974028195,362.834838544435,197.377835601578,232.733148653863
235.741996359878,321.105316968096,223.496018702916,304.396997164628,296.190682797702,361.27204263763,401.291783297524,348.873084972701,344.707686873502,220.846647189041,217.710827636105
265.229040801074,273.818782867442,235.652762180893,333.269857033579,272.119100903758,326.481375451454,372.747190852525,315.458714920193,398.781692796022,215.778121933544,213.216541481295
255.830978392572,296.980108310203,278.751996769278,312.496866763714,305.719591333695,373.33420282209,429.009578613605,328.706432695955,325.568559455403,240.334593098371,226.348618737078
254.485382693656,256.362276308798,238.499251741246,320.753036225207,275.346041278362,360.424255120355,408.800667037362,327.898186862892,324.68621487695,280.609107090876,245.58978291939
265.835001023458,277.801957729446,268.261246614181,355.54287299658,269.047432687921,376.156504753178,437.14203779651,350.889679050132,367.336281238052,264.598684392499,239.628083806541
241.150065831585,320.824235750972,245.225906884452,348.15826441466,267.850262948596,357.633044402029,408.964730986327,312.137699428612,348.548037629181,208.978500630248,285.512938999369
232.44793543457,271.595164405911,251.978370417557,337.901845030792,284.517608791544,381.787394683716,491.67975835856,300.132431251233,326.452546917061,215.95103715258,180.175865161203
235.673190142825,286.520635939228,231.792799944332,309.452698113917,261.92786906276,359.583173138953,382.456910685645,325.151633205376,339.684538994256,235.555659474746,230.437102453263
251.830173879946,312.873870207056,237.417922099128,359.841524045574,292.740174646244,389.710112328317,412.880274868684,308.987362571667,328.814358000358,245.713448021805,233.927589537683
249.738694597514,315.519040630738,243.783942862,401.761766304007,291.576461328778,347.816629689902,354.898726012074,306.097391677318,327.334805121245,213.301604923851,229.172013495685
250.173708818657,280.154587554246,220.615496622066,305.900442915828,275.016421531524,384.308990671519,453.525601332099,320.669408379202,327.200482011226,211.234770672758,215.66327870785
258.02219202454,228.645199454405,266.353257145264,344.429980555405,273.356564698385,387.069073786068,438.313687801202,342.014176190334,333.607633783593,229.349057809685,206.655601148665
235.159448061886,267.048779140971,279.377255305588,351.273295655942,303.141994352377,363.464451688161,406.751001601289,350.185831755529,343.816992552206,237.680803558643,207.670628808635
247.261051962509,255.037039922837,203.615206044122,341.761293428469,303.547480522371,325.159790206879,397.308253762516,313.449548294708,342.954388028885,231.461649795617,220.729938234693
255.16869821903,255.527409481375,219.85920334929,339.860796068122,266.18544280457,360.560417482781,404.666972037535,341.153386340502,370.23365752892,198.906610856648,238.757562299225
243.233475874306,318.647049676857,226.330296175389,379.878997469998,277.29069778985,333.026860943245,426.530163456246,328.048510092366,344.761556156674,251.208618146634,230.743114529732
199.441067305037,315.966428323362,194.44665932922,390.770340534667,245.891498864048,347.222256930361,417.160306351901,306.964789169004,335.257523493181,207.455592831607,266.623271146431
281.278160317794,282.283793744598,254.172136366596,374.771128758548,273.333262141059,357.03034236986,363.122417566636,324.732542482811,340.68958992287,208.158033458895,218.117337918852
249.133367183427,272.519117819905,262.023148073138,343.641774774188,286.443755151221,365.882128526921,462.42235741768,310.231982610175,320.267494304405,187.99366598655,221.855052155828
256.839521971343,246.649580257127,263.76846324979,362.089935877307,276.507279160183,354.501316560783,405.863152391798,318.668580852779,325.497404016698,245.583960886756,229.863972667748
265.090518214251,287.429897685287,226.956356114889,392.738161288765,245.440496393302,395.572387412943,373.531483676367,334.889320952744,307.895647149968,218.984501622487,209.261716795013
267.268337041453,237.344800835343,277.955659327819,325.409885205853,260.234266406134,359.246871336488,445.396365818436,321.811295219074,333.43662264027,233.955238287058,210.241173555517
219.347136807307,226.700862711029,268.385109812492,354.09024439257,288.253951011641,350.705672570214,446.775584330009,335.544260577579,375.408104878618,225.638669038739,272.378634419635
242.057098991694,326.225802694981,237.678470934078,349.542070732245,267.935289984762,333.735541061569,450.028186634467,307.770114681008,329.16793753066,216.37191695292,208.59467424656
254.123093341141,297.236786538208,240.065495510792,358.268601599007,296.811101058035,382.687277451831,410.91690753524,335.089265428373,339.306156247451,240.779926993242,253.376788966556
